Average Reward,Min Reward,Max Reward,Advantage Mean,Advantage Std,Average Entropy Loss,Last Entropy Loss,Average Policy Loss,Last Policy Loss,Average Value Loss,Last Value Loss
-1.48368,-5.27076,0.97816,0.0,1.0,1.4226,1.42624,-0.00353,-0.04771,35212.992,35550.74219
-2.21253,-7.68841,0.92811,-0.0,1.0,1.4248,1.42243,-0.00193,-0.04971,54772.7,53418.28906
